elementId,quantity
4159553,50
4113988,20
4609726,10
4125253,100
4114026,80
4550324,40
4157277,60
4173805,10
4121739,20
4153825,10
6253884,40
4524929,20
4177932,20
4125278,20
4157103,20
4504371,40
6173925,40
6229130,20
6177146,120
4538252,10
4211181,30
4216581,10
6284586,60
300501,40
300401,20
301001,180
300301,40
300201,20
4567449,200
371001,40
366601,60
379501,20
303601,10
403201,10
4515347,10
6034044,20
306901,10
663601,40
6044691,10
