Part,Color,Quantity
3024,19,5
3034,19,2
92438,19,1
3070b,19,10
3069b,19,8
2431,19,4
6636,19,6
3005,25,1
3004,25,2
3003,25,1
32607,25,4
3024,25,2
3023,25,2
3021,25,2
6141,25,2
54200,25,4
25269,25,4
32607,2,2
3070b,84,12
3957b,70,1
30137,70,3
6141,70,1
98138,70,6
3005,15,4
3004,15,2
3010,15,18
3003,15,4
3002,15,2
85080,15,20
3710,15,4
3666,15,6
3795,15,2
3036,15,1
4032a,15,1
60474,15,1
11477,15,2
3069b,15,1
6636,15,4
14769,15,1
