elementId,quantity
4613981,2
6552096,4
6548257,2
6550135,18
6552095,4
6550133,2
6619303,20
6552108,4
6552107,6
6550146,2
303651,1
6601914,1
6564904,1
6552145,2
6548264,1
6548296,4
6601846,1
