elementId,quantity
4114319,50
4113917,50
4114309,25
6284573,50
4153825,25
4159007,25
4504371,100
4569382,750
6284589,250
4211183,50
4216581,75
6284586,175
6223655,75
6245269,200
6240204,75
6254254,550
4567449,100
474001,25
302201,25
4528341,50
4144012,25
614101,25
403201,25
4515347,50
307001,275
306901,325
663601,25
306801,100
4560178,50
6284572,100
