elementId,quantity
5074621,16
5210651,11
6618077,2
6618076,1
6618081,2
6618083,17
6550145,2
6601942,3
6552096,384
6548257,25
6550143,16
6550135,10
6552097,60
6550134,40
6619283,2
6548262,90
6552113,34
6552130,23
6552100,1
6552105,20
6552108,20
6552107,34
6550141,30
6552091,1
6550136,38
6550146,13
6552101,31
6552116,14
6552145,2
6609542,4
6619284,4
